,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,16,13,6,5
23,0.48098,0.59386,0.35695,0.45504,0.50426,0.55345,0.51299,0.42669,0.43005,0.57633,0.47846,0.42572,0.29583,0.58448,1,0.56623,0.45309,0.56617,0.53361,0.48813,0.58579,0.53144,0.62242
26,0.46387,0.39727,0.66322,0.46547,0.48853,0.56694,0.58244,0.58104,0.64365,0.37307,0.50391,1,0.58338,0.57201,0.42572,0.62893,0.49077,0.52709,0.56907,0.61308,0.55529,0.41656,0.47832
30,0.29233,0.50092,0.51949,0.284,0.49286,0.54715,0.49615,1,0.67306,0.58341,0.56055,0.58104,0.72804,0.49996,0.42669,0.61611,0.74225,0.6114,0.43685,0.5518,0.45449,0.59111,0.41337
28,0.37645,0.62413,0.55733,0.46644,0.61321,0.47183,0.56648,0.58341,0.51079,1,0.65817,0.37307,0.42114,0.63419,0.57633,0.61824,0.64673,0.60742,0.41156,0.43634,0.51072,0.52453,0.59185
5,0.56902,0.45274,0.41459,0.47265,0.46741,0.67595,0.62245,0.41337,0.58741,0.59185,0.47536,0.47832,0.4401,0.54074,0.62242,0.59205,0.43716,0.57067,0.62326,0.42652,0.61646,0.52376,1
6,0.51805,0.5402,0.4484,0.49324,0.39384,0.54092,0.65891,0.59111,0.49627,0.52453,0.48024,0.41656,0.45546,0.46612,0.53144,0.63855,0.44983,0.64214,0.41509,0.61716,0.58798,1,0.52376
22,0.44913,0.50434,0.60627,0.48573,0.52297,0.59511,0.60156,0.61611,0.6883,0.61824,0.60812,0.62893,0.55251,0.58984,0.56623,1,0.55553,0.68531,0.48392,0.58037,0.55036,0.63855,0.59205
16,0.37511,0.48993,0.45783,0.38699,0.53701,0.47236,0.52408,0.5518,0.41352,0.43634,0.464,0.61308,0.41806,0.50972,0.48813,0.58037,0.36653,0.47156,0.39964,1,0.62286,0.61716,0.42652
21,0.37164,0.44753,0.54105,0.3421,0.54018,0.47782,0.47765,0.74225,0.63764,0.64673,0.53445,0.49077,0.71564,0.52116,0.45309,0.55553,1,0.60232,0.54874,0.36653,0.45567,0.44983,0.43716
27,0.4552,0.5354,0.60019,0.47935,0.55875,0.50952,0.64072,0.56055,0.5251,0.65817,1,0.50391,0.51565,0.57884,0.47846,0.60812,0.53445,0.57998,0.54173,0.464,0.60383,0.48024,0.47536
32,0.55073,0.43147,0.4341,0.32037,0.44042,1,0.57581,0.54715,0.73346,0.47183,0.50952,0.56694,0.60517,0.48141,0.55345,0.59511,0.47782,0.54682,0.61025,0.47236,0.56825,0.54092,0.67595
31,0.69502,0.47434,0.49992,0.57308,0.40332,0.57581,1,0.49615,0.62426,0.56648,0.64072,0.58244,0.46139,0.53313,0.51299,0.60156,0.47765,0.61381,0.63808,0.52408,0.67849,0.65891,0.62245
34,0.58501,0.4506,0.46205,1,0.38094,0.32037,0.57308,0.284,0.3101,0.46644,0.47935,0.46547,0.19232,0.515,0.45504,0.48573,0.3421,0.50786,0.47477,0.38699,0.51798,0.49324,0.47265
35,0.32081,0.59103,1,0.46205,0.60343,0.4341,0.49992,0.51949,0.50741,0.55733,0.60019,0.66322,0.5609,0.62775,0.35695,0.60627,0.54105,0.50147,0.42547,0.45783,0.52966,0.4484,0.41459
25,0.33526,0.48013,0.5609,0.19232,0.47475,0.60517,0.46139,0.72804,0.7526,0.42114,0.51565,0.58338,1,0.42751,0.29583,0.55251,0.71564,0.51369,0.53612,0.41806,0.50506,0.45546,0.4401
13,0.5691,0.50637,0.52966,0.51798,0.57954,0.56825,0.67849,0.45449,0.51534,0.51072,0.60383,0.55529,0.50506,0.56023,0.58579,0.55036,0.45567,0.60618,0.58466,0.62286,1,0.58798,0.61646
36,0.30524,1,0.59103,0.4506,0.55445,0.43147,0.47434,0.50092,0.42151,0.62413,0.5354,0.39727,0.48013,0.55972,0.59386,0.50434,0.44753,0.50023,0.39582,0.48993,0.50637,0.5402,0.45274
29,0.44901,0.42151,0.50741,0.3101,0.39867,0.73346,0.62426,0.67306,1,0.51079,0.5251,0.64365,0.7526,0.41938,0.43005,0.6883,0.63764,0.65858,0.58517,0.41352,0.51534,0.49627,0.58741
37,1,0.30524,0.32081,0.58501,0.29813,0.55073,0.69502,0.29233,0.44901,0.37645,0.4552,0.46387,0.33526,0.48075,0.48098,0.44913,0.37164,0.48718,0.67309,0.37511,0.5691,0.51805,0.56902
19,0.67309,0.39582,0.42547,0.47477,0.34187,0.61025,0.63808,0.43685,0.58517,0.41156,0.54173,0.56907,0.53612,0.49669,0.53361,0.48392,0.54874,0.49701,1,0.39964,0.58466,0.41509,0.62326
24,0.48075,0.55972,0.62775,0.515,0.61304,0.48141,0.53313,0.49996,0.41938,0.63419,0.57884,0.57201,0.42751,1,0.58448,0.58984,0.52116,0.46921,0.49669,0.50972,0.56023,0.46612,0.54074
33,0.29813,0.55445,0.60343,0.38094,1,0.44042,0.40332,0.49286,0.39867,0.61321,0.55875,0.48853,0.47475,0.61304,0.50426,0.52297,0.54018,0.53814,0.34187,0.53701,0.57954,0.39384,0.46741
20,0.48718,0.50023,0.50147,0.50786,0.53814,0.54682,0.61381,0.6114,0.65858,0.60742,0.57998,0.52709,0.51369,0.46921,0.56617,0.68531,0.60232,1,0.49701,0.47156,0.60618,0.64214,0.57067
